weak,strong,grade,anchor,pragmatic,logical,alpha,sim_internal_logical,sim_internal_pragmatic,pref_internal,sim_steered_logical,sim_steered_pragmatic,pref_steered
allowed,obligatory,A,Employees are allowed to take breaks during their shifts.,Employees are not obligated to take breaks during their shifts.,Employees are obligated to take breaks during their shifts.,80.0,0.999043345451355,0.9982559680938721,0,0.9958944916725159,0.9972513318061829,1
allowed,obligatory,A,Guests are allowed to bring their own drinks to the party.,Guests are not obligated to bring their own drinks to the party.,Guests are obligated to bring their own drinks to the party.,80.0,0.9972003102302551,0.9963254928588867,0,0.9859951734542847,0.9901056289672852,1
allowed,obligatory,A,Children are allowed to choose their own toys at the store.,Children are not obligated to choose their own toys at the store.,Children are obligated to choose their own toys at the store.,80.0,0.9981921911239624,0.9966977834701538,0,0.9924933910369873,0.9939520955085754,1
allowed,obligatory,A,Members are allowed to attend the meeting remotely.,Members are not obligated to attend the meeting remotely.,Members are obligated to attend the meeting remotely.,80.0,0.9988159537315369,0.9982009530067444,0,0.9965198636054993,0.9977249503135681,1
allowed,obligatory,A,Pets are allowed to sit on the furniture.,Pets are not obligated to sit on the furniture.,Pets are obligated to sit on the furniture.,80.0,0.9978581070899963,0.9968993067741394,0,0.9944360852241516,0.9959258437156677,1
allowed,obligatory,A,Players are allowed to switch characters during gameplay.,Players are not obligated to switch characters during gameplay.,Players are obligated to switch characters during gameplay.,80.0,0.9989659190177917,0.9984368085861206,0,0.9962197542190552,0.9978736042976379,1
allowed,obligatory,A,Volunteers are allowed to choose their projects.,Volunteers are not obligated to choose their projects.,Volunteers are obligated to choose their projects.,80.0,0.9988422393798828,0.9981104135513306,0,0.995564341545105,0.9970956444740295,1
allowed,obligatory,A,Members are allowed to make suggestions for the agenda.,Members are not obligated to make suggestions for the agenda.,Members are obligated to make suggestions for the agenda.,80.0,0.9989190697669983,0.9980698227882385,0,0.9959378838539124,0.9971749186515808,1
allowed,obligatory,A,Drivers are allowed to park in designated areas.,Drivers are not obligated to park in designated areas.,Drivers are obligated to park in designated areas.,80.0,0.9988342523574829,0.9982395172119141,0,0.9960971474647522,0.9976733922958374,1
allowed,obligatory,A,Students are allowed to collaborate on group projects.,Students are not obligated to collaborate on group projects.,Students are obligated to collaborate on group projects.,80.0,0.9989901781082153,0.9984539747238159,0,0.9965046048164368,0.9980946183204651,1
allowed,obligatory,A,Employees are allowed to leave early on Fridays.,Employees are not obligated to leave early on Fridays.,Employees are obligated to leave early on Fridays.,80.0,0.9989810585975647,0.9983255863189697,0,0.9965896606445312,0.9978095293045044,1
allowed,obligatory,A,Participants are allowed to ask questions during the presentation.,Participants are not obligated to ask questions during the presentation.,Participants are obligated to ask questions during the presentation.,80.0,0.998526394367218,0.99749356508255,0,0.9947508573532104,0.9962835311889648,1
allowed,obligatory,A,Members are allowed to vote on club decisions.,Members are not obligated to vote on club decisions.,Members are obligated to vote on club decisions.,80.0,0.9990995526313782,0.9983059763908386,0,0.9970869421958923,0.9980326294898987,1
allowed,obligatory,A,Children are allowed to play outside after school.,Children are not obligated to play outside after school.,Children are obligated to play outside after school.,80.0,0.9985354542732239,0.9977350234985352,0,0.9959388375282288,0.9970313906669617,1
allowed,obligatory,A,Guests are allowed to bring a plus one to the wedding.,Guests are not obligated to bring a plus one to the wedding.,Guests are obligated to bring a plus one to the wedding.,80.0,0.9971659779548645,0.9958726763725281,0,0.9861064553260803,0.9899212718009949,1
allowed,obligatory,A,Attendees are allowed to network during the conference.,Attendees are not obligated to network during the conference.,Attendees are obligated to network during the conference.,80.0,0.9989528059959412,0.9979706406593323,0,0.9949429631233215,0.9967449903488159,1
allowed,obligatory,A,Members are allowed to share their opinions in the discussion.,Members are not obligated to share their opinions in the discussion.,Members are obligated to share their opinions in the discussion.,80.0,0.9983766078948975,0.9971033930778503,0,0.9942905902862549,0.9954921007156372,1
allowed,obligatory,A,Drivers are allowed to use the carpool lane.,Drivers are not obligated to use the carpool lane.,Drivers are obligated to use the carpool lane.,80.0,0.9987025260925293,0.9981420636177063,0,0.9948249459266663,0.9968245029449463,1
allowed,obligatory,A,Students are allowed to attend after-school clubs.,Students are not obligated to attend after-school clubs.,Students are obligated to attend after-school clubs.,80.0,0.998887300491333,0.9980818033218384,0,0.9963225722312927,0.9975943565368652,1
allowed,obligatory,A,Students are allowed to choose their own topics for the essay.,Students are not obligated to choose their own topics for the essay.,Students are obligated to choose their own topics for the essay.,80.0,0.998760998249054,0.9979196786880493,0,0.9928943514823914,0.9951373338699341,1
allowed,obligatory,A,Employees are allowed to work from home on Wednesdays.,Employees are not obligated to work from home on Wednesdays.,Employees are obligated to work from home on Wednesdays.,80.0,0.9986528158187866,0.9977489709854126,0,0.9931759834289551,0.9954574704170227,1
allowed,obligatory,A,Visitors are allowed to take pictures in the museum.,Visitors are not obligated to take pictures in the museum.,Visitors are obligated to take pictures in the museum.,80.0,0.9980847835540771,0.9968461394309998,0,0.9931772351264954,0.9947357773780823,1
